source,target,source_title,target_title,shared_subtasks,cosine,jaccard,weighted_cosine,same_soc_major_group
25-1052.00,25-1066.00,"Chemistry Teachers, Postsecondary","Psychology Teachers, Postsecondary",26,0.7537,0.6047,0.7281,1
25-1022.00,25-1066.00,"Mathematical Science Teachers, Postsecondary","Psychology Teachers, Postsecondary",23,0.7219,0.561,0.7251,1
19-1041.00,19-1042.00,Epidemiologists,"Medical Scientists, Except Epidemiologists",13,0.703,0.5417,0.6705,1
29-2057.00,29-2099.05,Ophthalmic Medical Technicians,Ophthalmic Medical Technologists,12,0.6999,0.5217,0.7673,1
29-1215.00,29-1221.00,Family Medicine Physicians,"Pediatricians, General",14,0.6881,0.5185,0.7254,1
29-2011.00,29-2011.01,Medical and Clinical Laboratory Technologists,Cytogenetic Technologists,12,0.6708,0.5,0.6613,1
29-1217.00,29-1241.00,Neurologists,"Ophthalmologists, Except Pediatric",14,0.6697,0.5,0.6496,1
29-1213.00,29-1242.00,Dermatologists,"Orthopedic Surgeons, Except Pediatric",11,0.6574,0.4783,0.0,1
41-4011.00,41-9031.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales Engineers,18,0.6573,0.4865,0.6725,1
29-2011.00,29-2012.00,Medical and Clinical Laboratory Technologists,Medical and Clinical Laboratory Technicians,12,0.6547,0.48,0.6628,1
29-1171.00,29-1217.00,Nurse Practitioners,Neurologists,16,0.6421,0.4706,0.6624,1
29-1217.00,29-1229.01,Neurologists,Allergists and Immunologists,13,0.6389,0.4643,0.6482,1
29-1041.00,29-1241.00,Optometrists,"Ophthalmologists, Except Pediatric",10,0.6363,0.4545,0.6516,1
29-1229.03,29-1241.00,Urologists,"Ophthalmologists, Except Pediatric",11,0.6309,0.4583,0.6399,1
29-1213.00,29-1229.01,Dermatologists,Allergists and Immunologists,10,0.6299,0.4545,0.6443,1
15-1231.00,15-1244.00,Computer Network Support Specialists,Network and Computer Systems Administrators,15,0.6272,0.4545,0.618,1
29-2031.00,29-2032.00,Cardiovascular Technologists and Technicians,Diagnostic Medical Sonographers,18,0.6222,0.45,0.6111,1
29-1213.00,29-1241.00,Dermatologists,"Ophthalmologists, Except Pediatric",10,0.6131,0.4348,0.6006,1
29-1213.00,29-1217.00,Dermatologists,Neurologists,11,0.613,0.4231,0.6066,1
15-1242.00,15-1243.00,Database Administrators,Database Architects,14,0.611,0.4375,0.5465,1
29-1071.00,29-1215.00,Physician Assistants,Family Medicine Physicians,10,0.6086,0.4348,0.6719,1
29-1229.01,29-1299.02,Allergists and Immunologists,Orthoptists,10,0.6086,0.4348,0.618,1
19-1029.01,19-1029.03,Bioinformatics Scientists,Geneticists,9,0.6068,0.4091,0.6047,1
29-1213.00,29-1229.03,Dermatologists,Urologists,9,0.6013,0.4286,0.6169,1
29-1218.00,29-1241.00,Obstetricians and Gynecologists,"Ophthalmologists, Except Pediatric",12,0.6008,0.4286,0.6196,1
29-1229.01,29-1241.00,Allergists and Immunologists,"Ophthalmologists, Except Pediatric",11,0.5948,0.4231,0.5923,1
29-2042.00,29-2043.00,Emergency Medical Technicians,Paramedics,8,0.593,0.4211,0.0,1
29-1216.00,29-1241.00,General Internal Medicine Physicians,"Ophthalmologists, Except Pediatric",12,0.5869,0.4138,0.6101,1
29-1129.01,29-1129.02,Art Therapists,Music Therapists,16,0.5827,0.4103,0.6576,1
29-1071.00,29-1242.00,Physician Assistants,"Orthopedic Surgeons, Except Pediatric",10,0.5774,0.4,0.0,1
29-2011.00,29-2011.04,Medical and Clinical Laboratory Technologists,Histotechnologists,8,0.5774,0.4,0.5725,1
29-1217.00,29-1229.02,Neurologists,Hospitalists,11,0.5734,0.3929,0.5871,1
29-1217.00,29-1229.03,Neurologists,Urologists,11,0.5734,0.3929,0.5697,1
29-1141.03,29-1151.00,Critical Care Nurses,Nurse Anesthetists,17,0.5695,0.3953,0.5911,1
29-2011.04,29-2012.00,Histotechnologists,Medical and Clinical Laboratory Technicians,9,0.5669,0.375,0.5503,1
15-1254.00,15-1255.00,Web Developers,Web and Digital Interface Designers,15,0.5661,0.3947,0.587,1
29-1212.00,29-1215.00,Cardiologists,Family Medicine Physicians,12,0.5657,0.3871,0.0,1
29-1161.00,29-1217.00,Nurse Midwives,Neurologists,13,0.5652,0.3939,0.5633,1
29-1241.00,29-1242.00,"Ophthalmologists, Except Pediatric","Orthopedic Surgeons, Except Pediatric",11,0.5643,0.3929,0.0,1
15-1231.00,15-1241.01,Computer Network Support Specialists,Telecommunications Engineering Specialists,14,0.5641,0.3889,0.5659,1
29-1217.00,29-1242.00,Neurologists,"Orthopedic Surgeons, Except Pediatric",12,0.5595,0.3871,0.0,1
29-1229.03,29-1242.00,Urologists,"Orthopedic Surgeons, Except Pediatric",10,0.559,0.3846,0.0,1
29-1216.00,29-1299.01,General Internal Medicine Physicians,Naturopathic Physicians,12,0.5583,0.3871,0.5727,1
29-1223.00,29-1229.01,Psychiatrists,Allergists and Immunologists,10,0.5556,0.3846,0.5576,1
29-1217.00,29-9092.00,Neurologists,Genetic Counselors,13,0.5533,0.3824,0.5632,1
29-1126.00,29-2032.00,Respiratory Therapists,Diagnostic Medical Sonographers,16,0.553,0.381,0.5538,1
29-1212.00,29-1214.00,Cardiologists,Emergency Medicine Physicians,12,0.5506,0.375,0.0,1
29-1071.00,29-1216.00,Physician Assistants,General Internal Medicine Physicians,10,0.5505,0.3704,0.5915,1
29-1071.00,29-1243.00,Physician Assistants,Pediatric Surgeons,10,0.5505,0.3704,0.0,1
15-1254.00,15-1299.01,Web Developers,Web Administrators,16,0.5462,0.3721,0.4898,1
29-1217.00,29-1218.00,Neurologists,Obstetricians and Gynecologists,12,0.546,0.375,0.5543,1
29-1171.00,29-1299.01,Nurse Practitioners,Naturopathic Physicians,13,0.5459,0.3714,0.5673,1
11-9111.00,11-9121.00,Medical and Health Services Managers,Natural Sciences Managers,15,0.5455,0.375,0.5406,1
29-1141.01,29-1151.00,Acute Care Nurses,Nurse Anesthetists,15,0.5455,0.375,0.5595,1
29-1216.00,29-1243.00,General Internal Medicine Physicians,Pediatric Surgeons,12,0.5455,0.375,0.0,1
29-2031.00,29-2034.00,Cardiovascular Technologists and Technicians,Radiologic Technologists and Technicians,15,0.5455,0.375,0.5417,1
29-2031.00,29-2099.01,Cardiovascular Technologists and Technicians,Neurodiagnostic Technologists,12,0.5443,0.3636,0.5561,1
29-1125.00,29-1129.02,Recreational Therapists,Music Therapists,10,0.5439,0.3448,0.5749,1
29-2032.00,29-2034.00,Diagnostic Medical Sonographers,Radiologic Technologists and Technicians,16,0.5431,0.3721,0.5584,1
15-1241.00,15-1241.01,Computer Network Architects,Telecommunications Engineering Specialists,17,0.543,0.3696,0.5269,1
29-1161.00,29-1229.01,Nurse Midwives,Allergists and Immunologists,11,0.5406,0.3667,0.5557,1
29-1217.00,29-1223.00,Neurologists,Psychiatrists,11,0.5406,0.3667,0.5609,1
29-1124.00,29-2034.00,Radiation Therapists,Radiologic Technologists and Technicians,15,0.5357,0.3659,0.5337,1
29-1216.00,29-1217.00,General Internal Medicine Physicians,Neurologists,12,0.5335,0.3636,0.547,1
29-1241.00,29-1299.02,"Ophthalmologists, Except Pediatric",Orthoptists,9,0.5331,0.36,0.5373,1
29-1216.00,29-1229.03,General Internal Medicine Physicians,Urologists,10,0.533,0.3571,0.5533,1
29-1211.00,29-1215.00,Anesthesiologists,Family Medicine Physicians,11,0.5292,0.3548,0.5134,1
29-1123.00,29-1181.00,Physical Therapists,Audiologists,14,0.5284,0.359,0.5492,1
29-1221.00,29-1241.00,"Pediatricians, General","Ophthalmologists, Except Pediatric",11,0.5262,0.3548,0.5217,1
29-1141.00,29-1216.00,Registered Nurses,General Internal Medicine Physicians,15,0.5257,0.3409,0.5198,1
29-1216.00,29-1242.00,General Internal Medicine Physicians,"Orthopedic Surgeons, Except Pediatric",11,0.5244,0.3548,0.0,1
29-1212.00,29-1218.00,Cardiologists,Obstetricians and Gynecologists,12,0.5237,0.3529,0.0,1
29-1141.04,29-1217.00,Clinical Nurse Specialists,Neurologists,13,0.5217,0.3514,0.5117,1
29-1217.00,29-1221.00,Neurologists,"Pediatricians, General",12,0.5217,0.3529,0.533,1
29-1141.01,29-1214.00,Acute Care Nurses,Emergency Medicine Physicians,12,0.5203,0.3429,0.5198,1
29-1229.06,29-1241.00,Sports Medicine Physicians,"Ophthalmologists, Except Pediatric",12,0.5203,0.3429,0.5426,1
15-1241.01,15-1244.00,Telecommunications Engineering Specialists,Network and Computer Systems Administrators,14,0.5189,0.35,0.4919,1
29-1171.00,29-1242.00,Nurse Practitioners,"Orthopedic Surgeons, Except Pediatric",12,0.5164,0.3429,0.0,1
29-2011.01,29-2011.04,Cytogenetic Technologists,Histotechnologists,8,0.5164,0.3333,0.5026,1
29-2011.04,29-2012.01,Histotechnologists,Histology Technicians,4,0.5164,0.3077,0.5691,1
29-1215.00,29-1299.01,Family Medicine Physicians,Naturopathic Physicians,10,0.5143,0.3448,0.5515,1
29-1071.01,29-1151.00,Anesthesiologist Assistants,Nurse Anesthetists,11,0.5134,0.3333,0.5169,1
29-1221.00,29-1242.00,"Pediatricians, General","Orthopedic Surgeons, Except Pediatric",11,0.5129,0.3438,0.0,1
29-1213.00,29-1243.00,Dermatologists,Pediatric Surgeons,9,0.5128,0.3333,0.0,1
29-1217.00,29-1229.06,Neurologists,Sports Medicine Physicians,13,0.5123,0.3421,0.5307,1
29-1218.00,29-1243.00,Obstetricians and Gynecologists,Pediatric Surgeons,11,0.5118,0.3438,0.0,1
29-1212.00,29-1216.00,Cardiologists,General Internal Medicine Physicians,12,0.5117,0.3429,0.0,1
29-2056.00,29-2061.00,Veterinary Technologists and Technicians,Licensed Practical and Licensed Vocational Nurses,16,0.5111,0.3404,0.4911,1
29-1161.00,29-9092.00,Nurse Midwives,Genetic Counselors,12,0.5108,0.3429,0.4984,1
29-1211.00,29-1217.00,Anesthesiologists,Neurologists,12,0.5108,0.3429,0.486,1
29-1211.00,29-1221.00,Anesthesiologists,"Pediatricians, General",12,0.5108,0.3429,0.5029,1
29-1171.00,29-1229.06,Nurse Practitioners,Sports Medicine Physicians,14,0.5092,0.3415,0.5569,1
29-1071.00,29-1299.01,Physician Assistants,Naturopathic Physicians,9,0.5071,0.3333,0.5923,1
29-1071.01,29-1141.03,Anesthesiologist Assistants,Critical Care Nurses,12,0.5066,0.3158,0.4948,1
17-3027.01,17-3029.08,Automotive Engineering Technicians,Photonics Technicians,10,0.5057,0.3333,0.512,1
29-1213.00,29-1229.06,Dermatologists,Sports Medicine Physicians,10,0.5051,0.3125,0.5382,1
19-2031.00,19-4031.00,Chemists,Chemical Technicians,8,0.504,0.3333,0.4895,1
29-1081.00,29-1242.00,Podiatrists,"Orthopedic Surgeons, Except Pediatric",9,0.5031,0.3333,0.0,1
29-1213.00,29-1221.00,Dermatologists,"Pediatricians, General",9,0.5016,0.3214,0.4943,1
29-1217.00,29-1229.04,Neurologists,Physical Medicine and Rehabilitation Physicians,9,0.5016,0.3214,0.5045,1
17-1022.00,17-1022.01,Surveyors,Geodetic Surveyors,7,0.5013,0.3333,0.5441,1
17-1011.00,17-1012.00,"Architects, Except Landscape and Naval",Landscape Architects,8,0.501,0.3333,0.5546,1
29-1241.00,29-1299.01,"Ophthalmologists, Except Pediatric",Naturopathic Physicians,10,0.5006,0.3333,0.5492,1
29-1217.00,29-1299.01,Neurologists,Naturopathic Physicians,11,0.5005,0.3333,0.5658,1
29-1221.00,29-1299.01,"Pediatricians, General",Naturopathic Physicians,11,0.5005,0.3333,0.5215,1
29-1212.00,29-1221.00,Cardiologists,"Pediatricians, General",12,0.5004,0.3333,0.0,1
29-2031.00,29-2035.00,Cardiovascular Technologists and Technicians,Magnetic Resonance Imaging Technologists,13,0.5004,0.3333,0.4783,1
29-1212.00,29-1229.03,Cardiologists,Urologists,10,0.5,0.3226,0.0,1
29-1229.02,29-1229.03,Hospitalists,Urologists,8,0.5,0.3333,0.5107,1
29-1071.00,29-1171.00,Physician Assistants,Nurse Practitioners,10,0.4969,0.3125,0.5164,1
29-1141.01,29-1141.03,Acute Care Nurses,Critical Care Nurses,15,0.4935,0.3261,0.5213,1
29-1161.00,29-1223.00,Nurse Midwives,Psychiatrists,10,0.4915,0.3226,0.4958,1
29-1215.00,29-1217.00,Family Medicine Physicians,Neurologists,10,0.4915,0.3226,0.4927,1
29-1218.00,29-1229.03,Obstetricians and Gynecologists,Urologists,9,0.491,0.3214,0.5202,1
29-1229.03,29-1299.01,Urologists,Naturopathic Physicians,9,0.491,0.3214,0.5088,1
29-1229.01,29-1229.06,Allergists and Immunologists,Sports Medicine Physicians,11,0.49,0.3143,0.5545,1
29-1214.00,29-1243.00,Emergency Medicine Physicians,Pediatric Surgeons,10,0.4891,0.3226,0.0,1
29-1141.02,29-1161.00,Advanced Practice Psychiatric Nurses,Nurse Midwives,11,0.489,0.3235,0.5082,1
29-1221.00,29-1243.00,"Pediatricians, General",Pediatric Surgeons,11,0.489,0.3235,0.0,1
15-1299.03,15-2051.02,Document Management Specialists,Clinical Data Managers,10,0.488,0.3226,0.4852,1
29-1011.00,29-1299.01,Chiropractors,Naturopathic Physicians,10,0.488,0.3226,0.5513,1
29-1218.00,29-1242.00,Obstetricians and Gynecologists,"Orthopedic Surgeons, Except Pediatric",10,0.488,0.3226,0.0,1
29-2011.01,29-2012.00,Cytogenetic Technologists,Medical and Clinical Laboratory Technicians,10,0.488,0.3226,0.4807,1
29-1223.00,29-1299.02,Psychiatrists,Orthoptists,8,0.4869,0.32,0.4472,1
29-1215.00,29-1241.00,Family Medicine Physicians,"Ophthalmologists, Except Pediatric",9,0.4867,0.3214,0.4876,1
29-1171.00,29-1241.00,Nurse Practitioners,"Ophthalmologists, Except Pediatric",11,0.4857,0.3143,0.5223,1
29-2055.00,29-9093.00,Surgical Technologists,Surgical Assistants,11,0.4857,0.3143,0.5014,1
15-2041.00,15-2051.00,Statisticians,Data Scientists,8,0.4851,0.32,0.5112,1
29-1071.00,29-1217.00,Physician Assistants,Neurologists,9,0.4845,0.3103,0.522,1
29-1071.00,29-1221.00,Physician Assistants,"Pediatricians, General",9,0.4845,0.3103,0.5496,1
29-1161.00,29-1299.02,Nurse Midwives,Orthoptists,9,0.4845,0.3103,0.4774,1
29-1217.00,29-1299.02,Neurologists,Orthoptists,9,0.4845,0.3103,0.5013,1
29-1141.02,29-1229.06,Advanced Practice Psychiatric Nurses,Sports Medicine Physicians,12,0.4835,0.3158,0.5628,1
29-1216.00,29-1229.06,General Internal Medicine Physicians,Sports Medicine Physicians,12,0.4835,0.3158,0.5365,1
19-3011.00,19-3094.00,Economists,Political Scientists,7,0.483,0.3182,0.4829,1
15-1232.00,15-1299.01,Computer User Support Specialists,Web Administrators,13,0.4825,0.3095,0.4653,1
17-3024.00,17-3024.01,Electro-Mechanical and Mechatronics Technologists and Technicians,Robotics Technicians,11,0.4815,0.3056,0.5355,1
29-1126.00,29-2031.00,Respiratory Therapists,Cardiovascular Technologists and Technicians,13,0.4815,0.3171,0.4699,1
41-4011.07,41-9031.00,Solar Sales Representatives and Assessors,Sales Engineers,9,0.4811,0.3,0.4953,1
29-1041.00,29-1171.00,Optometrists,Nurse Practitioners,9,0.4804,0.2903,0.4915,1
29-1141.00,29-1217.00,Registered Nurses,Neurologists,14,0.4799,0.3043,0.4808,1
29-1141.00,29-1221.00,Registered Nurses,"Pediatricians, General",14,0.4799,0.3043,0.4889,1
29-1161.00,29-1241.00,Nurse Midwives,"Ophthalmologists, Except Pediatric",10,0.4784,0.3125,0.4543,1
29-1214.00,29-1217.00,Emergency Medicine Physicians,Neurologists,10,0.4784,0.3125,0.4832,1
15-1244.00,15-1299.01,Network and Computer Systems Administrators,Web Administrators,14,0.478,0.3111,0.4993,1
17-3012.00,17-3023.00,Electrical and Electronics Drafters,Electrical and Electronic Engineering Technologists and Technicians,11,0.4769,0.3056,0.4623,1
15-2041.00,15-2041.01,Statisticians,Biostatisticians,9,0.4763,0.3103,0.5256,1
29-1218.00,29-1299.01,Obstetricians and Gynecologists,Naturopathic Physicians,10,0.4762,0.3125,0.5058,1
29-1122.01,29-1127.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Speech-Language Pathologists,10,0.4757,0.303,0.4868,1
15-1299.02,15-1299.08,Geographic Information Systems Technologists and Technicians,Computer Systems Engineers/Architects,13,0.4747,0.3095,0.4157,1
29-1071.00,29-1211.00,Physician Assistants,Anesthesiologists,9,0.4743,0.3,0.4824,1
29-1229.01,29-1242.00,Allergists and Immunologists,"Orthopedic Surgeons, Except Pediatric",9,0.4743,0.3103,0.0,1
29-1071.00,29-1214.00,Physician Assistants,Emergency Medicine Physicians,8,0.4739,0.3077,0.4768,1
29-1222.00,29-1299.02,"Physicians, Pathologists",Orthoptists,8,0.4739,0.3077,0.426,1
29-1011.00,29-1171.00,Chiropractors,Nurse Practitioners,11,0.4734,0.3056,0.4752,1
19-3033.00,19-3039.02,Clinical and Counseling Psychologists,Neuropsychologists,8,0.473,0.2963,0.5321,1
29-1221.00,29-1229.06,"Pediatricians, General",Sports Medicine Physicians,12,0.4729,0.3077,0.5259,1
29-1126.00,29-2034.00,Respiratory Therapists,Radiologic Technologists and Technicians,13,0.4728,0.3095,0.478,1
29-1141.01,29-1171.00,Acute Care Nurses,Nurse Practitioners,13,0.4728,0.3095,0.488,1
11-3021.00,11-9111.00,Computer and Information Systems Managers,Medical and Health Services Managers,12,0.4714,0.3077,0.476,1
29-1229.01,29-1229.02,Allergists and Immunologists,Hospitalists,8,0.4714,0.3077,0.5141,1
29-1229.01,29-1229.03,Allergists and Immunologists,Urologists,8,0.4714,0.3077,0.4961,1
15-1242.00,15-1253.00,Database Administrators,Software Quality Assurance Analysts and Testers,11,0.4708,0.3056,0.3385,1
29-1299.01,29-9099.01,Naturopathic Physicians,Midwives,12,0.4703,0.3,0.4838,1
29-1141.00,29-1211.00,Registered Nurses,Anesthesiologists,14,0.4698,0.2979,0.4727,1
29-1161.00,29-1229.02,Nurse Midwives,Hospitalists,9,0.4692,0.3,0.4827,1
29-1221.00,29-1229.03,"Pediatricians, General",Urologists,9,0.4692,0.3,0.4716,1
29-1224.00,29-9092.00,Radiologists,Genetic Counselors,13,0.4691,0.3023,0.5839,1
15-1231.00,15-1241.00,Computer Network Support Specialists,Computer Network Architects,13,0.4685,0.2955,0.4631,1
29-1211.00,29-1241.00,Anesthesiologists,"Ophthalmologists, Except Pediatric",10,0.4683,0.303,0.411,1
19-1031.00,19-2041.02,Conservation Scientists,Environmental Restoration Planners,11,0.4682,0.3056,0.4829,1
29-1161.00,29-1211.00,Nurse Midwives,Anesthesiologists,11,0.4682,0.3056,0.4474,1
29-1213.00,29-1229.02,Dermatologists,Hospitalists,7,0.4677,0.3043,0.4858,1
29-1224.00,29-2034.00,Radiologists,Radiologic Technologists and Technicians,14,0.4677,0.3043,0.3903,1
15-1232.00,15-1299.08,Computer User Support Specialists,Computer Systems Engineers/Architects,12,0.4671,0.3,0.502,1
29-1071.01,29-1126.00,Anesthesiologist Assistants,Respiratory Therapists,10,0.4668,0.2941,0.4863,1
15-2021.00,15-2041.01,Mathematicians,Biostatisticians,8,0.4666,0.2963,0.5009,1
29-1213.00,29-1299.01,Dermatologists,Naturopathic Physicians,8,0.4666,0.2963,0.505,1
29-2043.00,29-2053.00,Paramedics,Psychiatric Technicians,8,0.4666,0.2963,0.4652,1
29-1141.00,29-1218.00,Registered Nurses,Obstetricians and Gynecologists,13,0.4664,0.2889,0.453,1
29-1141.00,29-1141.01,Registered Nurses,Acute Care Nurses,15,0.466,0.3,0.4782,1
29-1141.03,29-2043.00,Critical Care Nurses,Paramedics,10,0.4652,0.2703,0.5065,1
