onet_soc_code,related_onet_soc_code,related_title,relatedness_tier,rank,related_is_stem
17-2121.00,53-5031.00,Ship Engineers,Primary-Short,1.0,0
17-2121.00,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Primary-Short,2.0,1
17-2121.00,17-2011.00,Aerospace Engineers,Primary-Short,3.0,1
17-2121.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,4.0,1
17-2121.00,17-2141.00,Mechanical Engineers,Primary-Short,5.0,1
17-2121.00,17-2112.00,Industrial Engineers,Primary-Long,6.0,1
17-2121.00,17-3022.00,Civil Engineering Technologists and Technicians,Primary-Long,7.0,1
17-2121.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Long,8.0,1
17-2121.00,17-2051.00,Civil Engineers,Primary-Long,9.0,1
17-2121.00,17-2071.00,Electrical Engineers,Primary-Long,10.0,1
17-2121.00,49-3051.00,Motorboat Mechanics and Service Technicians,Supplemental,11.0,0
17-2121.00,49-2091.00,Avionics Technicians,Supplemental,12.0,0
17-2121.00,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Supplemental,13.0,0
17-2121.00,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Supplemental,14.0,1
17-2121.00,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Supplemental,15.0,0
17-2121.00,49-3011.00,Aircraft Mechanics and Service Technicians,Supplemental,16.0,0
17-2121.00,49-9071.00,"Maintenance and Repair Workers, General",Supplemental,17.0,0
17-2121.00,11-9041.00,Architectural and Engineering Managers,Supplemental,18.0,1
17-2121.00,17-3025.00,Environmental Engineering Technologists and Technicians,Supplemental,19.0,1
17-2121.00,17-3027.01,Automotive Engineering Technicians,Supplemental,20.0,1
17-2131.00,19-2032.00,Materials Scientists,Primary-Short,1.0,1
17-2131.00,17-2041.00,Chemical Engineers,Primary-Short,2.0,1
17-2131.00,17-2112.03,Manufacturing Engineers,Primary-Short,3.0,1
17-2131.00,17-2112.00,Industrial Engineers,Primary-Short,4.0,1
17-2131.00,17-2141.00,Mechanical Engineers,Primary-Short,5.0,1
17-2131.00,17-2199.09,Nanosystems Engineers,Primary-Long,6.0,1
17-2131.00,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Primary-Long,7.0,1
17-2131.00,27-1021.00,Commercial and Industrial Designers,Primary-Long,8.0,0
17-2131.00,17-2071.00,Electrical Engineers,Primary-Long,9.0,1
17-2131.00,17-2031.00,Bioengineers and Biomedical Engineers,Primary-Long,10.0,1
17-2131.00,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,11.0,1
17-2131.00,19-4031.00,Chemical Technicians,Supplemental,12.0,1
17-2131.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Supplemental,13.0,1
17-2131.00,19-2031.00,Chemists,Supplemental,14.0,1
17-2131.00,17-2199.06,Microsystems Engineers,Supplemental,15.0,1
17-2131.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Supplemental,16.0,1
17-2131.00,17-2199.05,Mechatronics Engineers,Supplemental,17.0,1
17-2131.00,17-2072.00,"Electronics Engineers, Except Computer",Supplemental,18.0,1
17-2131.00,11-9041.00,Architectural and Engineering Managers,Supplemental,19.0,1
17-2131.00,17-3029.08,Photonics Technicians,Supplemental,20.0,1
17-2141.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,1.0,1
17-2141.00,17-2071.00,Electrical Engineers,Primary-Short,2.0,1
17-2141.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Short,3.0,1
17-2141.00,17-2199.05,Mechatronics Engineers,Primary-Short,4.0,1
17-2141.00,17-2112.00,Industrial Engineers,Primary-Short,5.0,1
17-2141.00,17-2072.00,"Electronics Engineers, Except Computer",Primary-Long,6.0,1
17-2141.00,17-3028.00,Calibration Technologists and Technicians,Primary-Long,7.0,1
17-2141.00,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Primary-Long,8.0,1
17-2141.00,17-2141.02,Automotive Engineers,Primary-Long,9.0,1
17-2141.00,17-2141.01,Fuel Cell Engineers,Primary-Long,10.0,1
17-2141.00,49-9041.00,Industrial Machinery Mechanics,Supplemental,11.0,0
17-2141.00,51-2031.00,Engine and Other Machine Assemblers,Supplemental,12.0,0
17-2141.00,51-8021.00,Stationary Engineers and Boiler Operators,Supplemental,13.0,0
17-2141.00,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Supplemental,14.0,0
17-2141.00,17-2112.03,Manufacturing Engineers,Supplemental,15.0,1
17-2141.00,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,16.0,1
17-2141.00,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Supplemental,17.0,0
17-2141.00,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Supplemental,18.0,0
17-2141.00,51-2022.00,Electrical and Electronic Equipment Assemblers,Supplemental,19.0,0
17-2141.00,51-2023.00,Electromechanical Equipment Assemblers,Supplemental,20.0,0
17-2141.01,17-2041.00,Chemical Engineers,Primary-Short,1.0,1
17-2141.01,17-2141.02,Automotive Engineers,Primary-Short,2.0,1
17-2141.01,17-2199.06,Microsystems Engineers,Primary-Short,3.0,1
17-2141.01,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Primary-Short,4.0,1
17-2141.01,17-2071.00,Electrical Engineers,Primary-Short,5.0,1
17-2141.01,17-2141.00,Mechanical Engineers,Primary-Long,6.0,1
17-2141.01,17-2072.00,"Electronics Engineers, Except Computer",Primary-Long,7.0,1
17-2141.01,17-2011.00,Aerospace Engineers,Primary-Long,8.0,1
17-2141.01,19-2032.00,Materials Scientists,Primary-Long,9.0,1
17-2141.01,17-2161.00,Nuclear Engineers,Primary-Long,10.0,1
17-2141.01,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Supplemental,11.0,1
17-2141.01,51-8013.03,Biomass Plant Technicians,Supplemental,12.0,0
17-2141.01,17-2199.11,Solar Energy Systems Engineers,Supplemental,13.0,1
17-2141.01,17-3027.00,Mechanical Engineering Technologists and Technicians,Supplemental,14.0,1
17-2141.01,17-2199.09,Nanosystems Engineers,Supplemental,15.0,1
17-2141.01,17-3027.01,Automotive Engineering Technicians,Supplemental,16.0,1
17-2141.01,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Supplemental,17.0,1
17-2141.01,17-2199.05,Mechatronics Engineers,Supplemental,18.0,1
17-2141.01,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Supplemental,19.0,1
17-2141.01,17-2199.03,"Energy Engineers, Except Wind and Solar",Supplemental,20.0,1
17-2141.02,17-2141.00,Mechanical Engineers,Primary-Short,1.0,1
17-2141.02,17-2112.03,Manufacturing Engineers,Primary-Short,2.0,1
17-2141.02,17-2112.00,Industrial Engineers,Primary-Short,3.0,1
17-2141.02,17-2011.00,Aerospace Engineers,Primary-Short,4.0,1
17-2141.02,17-2072.00,"Electronics Engineers, Except Computer",Primary-Short,5.0,1
17-2141.02,17-2199.05,Mechatronics Engineers,Primary-Long,6.0,1
17-2141.02,17-2071.00,Electrical Engineers,Primary-Long,7.0,1
17-2141.02,17-2141.01,Fuel Cell Engineers,Primary-Long,8.0,1
17-2141.02,17-2112.02,Validation Engineers,Primary-Long,9.0,1
17-2141.02,17-2199.08,Robotics Engineers,Primary-Long,10.0,1
17-2141.02,17-3027.01,Automotive Engineering Technicians,Supplemental,11.0,1
17-2141.02,17-3027.00,Mechanical Engineering Technologists and Technicians,Supplemental,12.0,1
17-2141.02,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Supplemental,13.0,1
17-2141.02,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Supplemental,14.0,1
17-2141.02,17-3028.00,Calibration Technologists and Technicians,Supplemental,15.0,1
17-2141.02,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,16.0,1
17-2141.02,49-3023.00,Automotive Service Technicians and Mechanics,Supplemental,17.0,0
17-2141.02,17-3024.01,Robotics Technicians,Supplemental,18.0,1
17-2141.02,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Supplemental,19.0,0
17-2141.02,49-2091.00,Avionics Technicians,Supplemental,20.0,0
17-2151.00,17-2171.00,Petroleum Engineers,Primary-Short,1.0,1
17-2151.00,17-2051.00,Civil Engineers,Primary-Short,2.0,1
17-2151.00,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Primary-Short,3.0,1
17-2151.00,17-2112.00,Industrial Engineers,Primary-Short,4.0,1
17-2151.00,11-3051.02,Geothermal Production Managers,Primary-Short,5.0,0
17-2151.00,17-2041.00,Chemical Engineers,Primary-Long,6.0,1
17-2151.00,17-2081.00,Environmental Engineers,Primary-Long,7.0,1
17-2151.00,17-2051.02,Water/Wastewater Engineers,Primary-Long,8.0,1
17-2151.00,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Primary-Long,9.0,1
17-2151.00,17-3022.00,Civil Engineering Technologists and Technicians,Primary-Long,10.0,1
17-2151.00,17-2131.00,Materials Engineers,Supplemental,11.0,1
17-2151.00,17-2161.00,Nuclear Engineers,Supplemental,12.0,1
17-2151.00,47-5023.00,"Earth Drillers, Except Oil and Gas",Supplemental,13.0,0
17-2151.00,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,14.0,1
17-2151.00,17-3025.00,Environmental Engineering Technologists and Technicians,Supplemental,15.0,1
17-2151.00,17-2112.03,Manufacturing Engineers,Supplemental,16.0,1
17-2151.00,47-5041.00,Continuous Mining Machine Operators,Supplemental,17.0,0
17-2151.00,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Supplemental,18.0,0
17-2151.00,11-9021.00,Construction Managers,Supplemental,19.0,0
17-2151.00,51-8013.04,Hydroelectric Plant Technicians,Supplemental,20.0,0
17-2161.00,51-8011.00,Nuclear Power Reactor Operators,Primary-Short,1.0,0
17-2161.00,19-4051.00,Nuclear Technicians,Primary-Short,2.0,1
17-2161.00,19-4051.02,Nuclear Monitoring Technicians,Primary-Short,3.0,1
17-2161.00,17-2041.00,Chemical Engineers,Primary-Short,4.0,1
17-2161.00,11-3051.02,Geothermal Production Managers,Primary-Short,5.0,0
17-2161.00,17-2081.00,Environmental Engineers,Primary-Long,6.0,1
17-2161.00,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Primary-Long,7.0,1
17-2161.00,17-3025.00,Environmental Engineering Technologists and Technicians,Primary-Long,8.0,1
17-2161.00,11-3051.04,Biomass Power Plant Managers,Primary-Long,9.0,0
17-2161.00,17-2141.01,Fuel Cell Engineers,Primary-Long,10.0,1
17-2161.00,51-8013.00,Power Plant Operators,Supplemental,11.0,0
17-2161.00,19-4042.00,"Environmental Science and Protection Technicians, Including Health",Supplemental,12.0,1
17-2161.00,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Supplemental,13.0,1
17-2161.00,11-3051.06,Hydroelectric Production Managers,Supplemental,14.0,0
17-2161.00,51-8013.03,Biomass Plant Technicians,Supplemental,15.0,0
17-2161.00,51-8013.04,Hydroelectric Plant Technicians,Supplemental,16.0,0
17-2161.00,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Supplemental,17.0,1
17-2161.00,17-2199.03,"Energy Engineers, Except Wind and Solar",Supplemental,18.0,1
17-2161.00,17-2112.00,Industrial Engineers,Supplemental,19.0,1
17-2161.00,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,20.0,1
17-2171.00,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Primary-Short,1.0,1
17-2171.00,17-2041.00,Chemical Engineers,Primary-Short,2.0,1
17-2171.00,11-3051.02,Geothermal Production Managers,Primary-Short,3.0,0
17-2171.00,17-2051.02,Water/Wastewater Engineers,Primary-Short,4.0,1
17-2171.00,17-2112.00,Industrial Engineers,Primary-Short,5.0,1
17-2171.00,17-2141.00,Mechanical Engineers,Primary-Long,6.0,1
17-2171.00,17-2071.00,Electrical Engineers,Primary-Long,7.0,1
17-2171.00,17-2081.00,Environmental Engineers,Primary-Long,8.0,1
17-2171.00,17-2051.00,Civil Engineers,Primary-Long,9.0,1
17-2171.00,17-2112.03,Manufacturing Engineers,Primary-Long,10.0,1
17-2171.00,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Supplemental,11.0,0
17-2171.00,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Supplemental,12.0,1
17-2171.00,51-8092.00,Gas Plant Operators,Supplemental,13.0,0
17-2171.00,53-7073.00,Wellhead Pumpers,Supplemental,14.0,0
17-2171.00,47-5013.00,"Service Unit Operators, Oil and Gas",Supplemental,15.0,0
17-2171.00,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,16.0,1
17-2171.00,49-9099.01,Geothermal Technicians,Supplemental,17.0,0
17-2171.00,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Supplemental,18.0,0
17-2171.00,17-2199.03,"Energy Engineers, Except Wind and Solar",Supplemental,19.0,1
17-2171.00,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Supplemental,20.0,1
17-2199.03,47-4011.01,Energy Auditors,Primary-Short,1.0,0
17-2199.03,17-2199.11,Solar Energy Systems Engineers,Primary-Short,2.0,1
17-2199.03,17-2199.10,Wind Energy Engineers,Primary-Short,3.0,1
17-2199.03,11-9199.10,Wind Energy Development Managers,Primary-Short,4.0,0
17-2199.03,11-3051.04,Biomass Power Plant Managers,Primary-Short,5.0,0
17-2199.03,17-2141.00,Mechanical Engineers,Primary-Long,6.0,1
17-2199.03,17-2071.00,Electrical Engineers,Primary-Long,7.0,1
17-2199.03,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Primary-Long,8.0,1
17-2199.03,47-1011.03,Solar Energy Installation Managers,Primary-Long,9.0,0
17-2199.03,17-2081.00,Environmental Engineers,Primary-Long,10.0,1
17-2199.03,11-3051.02,Geothermal Production Managers,Supplemental,11.0,0
17-2199.03,51-8013.03,Biomass Plant Technicians,Supplemental,12.0,0
17-2199.03,11-3051.06,Hydroelectric Production Managers,Supplemental,13.0,0
17-2199.03,17-2051.02,Water/Wastewater Engineers,Supplemental,14.0,1
17-2199.03,49-9099.01,Geothermal Technicians,Supplemental,15.0,0
17-2199.03,51-8012.00,Power Distributors and Dispatchers,Supplemental,16.0,0
17-2199.03,47-2152.04,Solar Thermal Installers and Technicians,Supplemental,17.0,0
17-2199.03,51-8013.00,Power Plant Operators,Supplemental,18.0,0
17-2199.03,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Supplemental,19.0,0
17-2199.03,41-4011.07,Solar Sales Representatives and Assessors,Supplemental,20.0,1
17-2199.05,17-3024.01,Robotics Technicians,Primary-Short,1.0,1
17-2199.05,17-2199.08,Robotics Engineers,Primary-Short,2.0,1
17-2199.05,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,3.0,1
17-2199.05,17-2072.00,"Electronics Engineers, Except Computer",Primary-Short,4.0,1
17-2199.05,17-2141.00,Mechanical Engineers,Primary-Short,5.0,1
17-2199.05,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Long,6.0,1
17-2199.05,17-3028.00,Calibration Technologists and Technicians,Primary-Long,7.0,1
17-2199.05,17-2199.06,Microsystems Engineers,Primary-Long,8.0,1
17-2199.05,17-2071.00,Electrical Engineers,Primary-Long,9.0,1
17-2199.05,15-1252.00,Software Developers,Primary-Long,10.0,1
17-2199.05,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Supplemental,11.0,1
17-2199.05,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,12.0,1
17-2199.05,17-2112.03,Manufacturing Engineers,Supplemental,13.0,1
17-2199.05,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Supplemental,14.0,1
17-2199.05,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Supplemental,15.0,0
17-2199.05,17-2112.00,Industrial Engineers,Supplemental,16.0,1
17-2199.05,17-3013.00,Mechanical Drafters,Supplemental,17.0,1
17-2199.05,17-2061.00,Computer Hardware Engineers,Supplemental,18.0,1
17-2199.05,17-2141.02,Automotive Engineers,Supplemental,19.0,1
17-2199.05,17-3029.08,Photonics Technicians,Supplemental,20.0,1
17-2199.06,17-2072.00,"Electronics Engineers, Except Computer",Primary-Short,1.0,1
17-2199.06,17-2199.07,Photonics Engineers,Primary-Short,2.0,1
17-2199.06,17-2199.05,Mechatronics Engineers,Primary-Short,3.0,1
17-2199.06,17-2199.09,Nanosystems Engineers,Primary-Short,4.0,1
17-2199.06,17-2072.01,Radio Frequency Identification Device Specialists,Primary-Short,5.0,1
17-2199.06,19-2032.00,Materials Scientists,Primary-Long,6.0,1
17-2199.06,17-2199.08,Robotics Engineers,Primary-Long,7.0,1
17-2199.06,17-2112.03,Manufacturing Engineers,Primary-Long,8.0,1
17-2199.06,17-2071.00,Electrical Engineers,Primary-Long,9.0,1
17-2199.06,17-2141.00,Mechanical Engineers,Primary-Long,10.0,1
17-2199.06,17-2061.00,Computer Hardware Engineers,Supplemental,11.0,1
17-2199.06,17-3029.08,Photonics Technicians,Supplemental,12.0,1
17-2199.06,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Supplemental,13.0,1
17-2199.06,17-3024.01,Robotics Technicians,Supplemental,14.0,1
17-2199.06,17-3027.00,Mechanical Engineering Technologists and Technicians,Supplemental,15.0,1
17-2199.06,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Supplemental,16.0,1
17-2199.06,17-3028.00,Calibration Technologists and Technicians,Supplemental,17.0,1
17-2199.06,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Supplemental,18.0,0
17-2199.06,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Supplemental,19.0,1
17-2199.06,51-9141.00,Semiconductor Processing Technicians,Supplemental,20.0,0
17-2199.07,17-3029.08,Photonics Technicians,Primary-Short,1.0,1
17-2199.07,17-2199.06,Microsystems Engineers,Primary-Short,2.0,1
17-2199.07,17-2072.00,"Electronics Engineers, Except Computer",Primary-Short,3.0,1
17-2199.07,17-2061.00,Computer Hardware Engineers,Primary-Short,4.0,1
17-2199.07,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Short,5.0,1
17-2199.07,17-2199.05,Mechatronics Engineers,Primary-Long,6.0,1
17-2199.07,17-2199.09,Nanosystems Engineers,Primary-Long,7.0,1
17-2199.07,17-2071.00,Electrical Engineers,Primary-Long,8.0,1
17-2199.07,17-2072.01,Radio Frequency Identification Device Specialists,Primary-Long,9.0,1
17-2199.07,17-2199.08,Robotics Engineers,Primary-Long,10.0,1
17-2199.07,17-3028.00,Calibration Technologists and Technicians,Supplemental,11.0,1
17-2199.07,17-3024.01,Robotics Technicians,Supplemental,12.0,1
17-2199.07,19-2032.00,Materials Scientists,Supplemental,13.0,1
17-2199.07,17-3027.00,Mechanical Engineering Technologists and Technicians,Supplemental,14.0,1
17-2199.07,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Supplemental,15.0,1
17-2199.07,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Supplemental,16.0,0
17-2199.07,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Supplemental,17.0,1
17-2199.07,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Supplemental,18.0,1
17-2199.07,17-2141.02,Automotive Engineers,Supplemental,19.0,1
17-2199.07,17-2141.00,Mechanical Engineers,Supplemental,20.0,1
17-2199.08,17-2199.05,Mechatronics Engineers,Primary-Short,1.0,1
17-2199.08,17-2072.00,"Electronics Engineers, Except Computer",Primary-Short,2.0,1
17-2199.08,17-2199.06,Microsystems Engineers,Primary-Short,3.0,1
17-2199.08,17-2141.00,Mechanical Engineers,Primary-Short,4.0,1
17-2199.08,17-2061.00,Computer Hardware Engineers,Primary-Short,5.0,1
17-2199.08,17-2112.03,Manufacturing Engineers,Primary-Long,6.0,1
17-2199.08,17-2141.02,Automotive Engineers,Primary-Long,7.0,1
17-2199.08,17-2011.00,Aerospace Engineers,Primary-Long,8.0,1
17-2199.08,17-2071.00,Electrical Engineers,Primary-Long,9.0,1
17-2199.08,15-1252.00,Software Developers,Primary-Long,10.0,1
17-2199.08,17-3024.01,Robotics Technicians,Supplemental,11.0,1
17-2199.08,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Supplemental,12.0,1
17-2199.08,17-3027.00,Mechanical Engineering Technologists and Technicians,Supplemental,13.0,1
17-2199.08,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Supplemental,14.0,1
17-2199.08,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Supplemental,15.0,1
17-2199.08,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Supplemental,16.0,0
17-2199.08,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Supplemental,17.0,1
17-2199.08,51-9162.00,Computer Numerically Controlled Tool Programmers,Supplemental,18.0,0
17-2199.08,51-9161.00,Computer Numerically Controlled Tool Operators,Supplemental,19.0,0
17-2199.08,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,20.0,1
17-2199.09,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Primary-Short,1.0,1
17-2199.09,19-2032.00,Materials Scientists,Primary-Short,2.0,1
17-2199.09,17-2199.06,Microsystems Engineers,Primary-Short,3.0,1
17-2199.09,17-2031.00,Bioengineers and Biomedical Engineers,Primary-Short,4.0,1
17-2199.09,17-2041.00,Chemical Engineers,Primary-Short,5.0,1
17-2199.09,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Primary-Long,6.0,1
17-2199.09,17-2131.00,Materials Engineers,Primary-Long,7.0,1
17-2199.09,17-2199.07,Photonics Engineers,Primary-Long,8.0,1
17-2199.09,17-3029.08,Photonics Technicians,Primary-Long,9.0,1
17-2199.09,19-2031.00,Chemists,Primary-Long,10.0,1
17-2199.09,17-2199.05,Mechatronics Engineers,Supplemental,11.0,1
17-2199.09,17-2199.08,Robotics Engineers,Supplemental,12.0,1
17-2199.09,17-2112.03,Manufacturing Engineers,Supplemental,13.0,1
17-2199.09,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,14.0,1
17-2199.09,17-3027.00,Mechanical Engineering Technologists and Technicians,Supplemental,15.0,1
17-2199.09,19-1029.01,Bioinformatics Scientists,Supplemental,16.0,1
17-2199.09,19-1021.00,Biochemists and Biophysicists,Supplemental,17.0,1
17-2199.09,19-4031.00,Chemical Technicians,Supplemental,18.0,1
17-2199.09,17-2141.01,Fuel Cell Engineers,Supplemental,19.0,1
17-2199.09,19-1029.02,Molecular and Cellular Biologists,Supplemental,20.0,1
17-2199.10,11-9199.10,Wind Energy Development Managers,Primary-Short,1.0,0
17-2199.10,17-2199.11,Solar Energy Systems Engineers,Primary-Short,2.0,1
17-2199.10,17-2199.03,"Energy Engineers, Except Wind and Solar",Primary-Short,3.0,1
17-2199.10,17-2071.00,Electrical Engineers,Primary-Short,4.0,1
17-2199.10,17-2141.00,Mechanical Engineers,Primary-Short,5.0,1
17-2199.10,17-2011.00,Aerospace Engineers,Primary-Long,6.0,1
17-2199.10,17-2051.02,Water/Wastewater Engineers,Primary-Long,7.0,1
17-2199.10,17-2051.00,Civil Engineers,Primary-Long,8.0,1
17-2199.10,17-2141.02,Automotive Engineers,Primary-Long,9.0,1
17-2199.10,17-2199.05,Mechatronics Engineers,Primary-Long,10.0,1
17-2199.10,49-9081.00,Wind Turbine Service Technicians,Supplemental,11.0,0
17-2199.10,11-9199.09,Wind Energy Operations Managers,Supplemental,12.0,0
17-2199.10,11-3051.06,Hydroelectric Production Managers,Supplemental,13.0,0
17-2199.10,51-8013.04,Hydroelectric Plant Technicians,Supplemental,14.0,0
17-2199.10,11-3051.02,Geothermal Production Managers,Supplemental,15.0,0
17-2199.10,11-3051.04,Biomass Power Plant Managers,Supplemental,16.0,0
17-2199.10,47-2231.00,Solar Photovoltaic Installers,Supplemental,17.0,0
17-2199.10,51-8013.00,Power Plant Operators,Supplemental,18.0,0
17-2199.10,17-3027.00,Mechanical Engineering Technologists and Technicians,Supplemental,19.0,1
17-2199.10,51-8012.00,Power Distributors and Dispatchers,Supplemental,20.0,0
17-2199.11,41-4011.07,Solar Sales Representatives and Assessors,Primary-Short,1.0,1
17-2199.11,47-1011.03,Solar Energy Installation Managers,Primary-Short,2.0,0
17-2199.11,47-2152.04,Solar Thermal Installers and Technicians,Primary-Short,3.0,0
17-2199.11,17-2199.03,"Energy Engineers, Except Wind and Solar",Primary-Short,4.0,1
17-2199.11,17-2199.10,Wind Energy Engineers,Primary-Short,5.0,1
17-2199.11,17-2071.00,Electrical Engineers,Primary-Long,6.0,1
17-2199.11,11-9199.10,Wind Energy Development Managers,Primary-Long,7.0,0
17-2199.11,47-4011.01,Energy Auditors,Primary-Long,8.0,0
17-2199.11,17-2141.00,Mechanical Engineers,Primary-Long,9.0,1
17-2199.11,17-2072.00,"Electronics Engineers, Except Computer",Primary-Long,10.0,1
17-2199.11,47-2231.00,Solar Photovoltaic Installers,Supplemental,11.0,0
17-2199.11,49-9081.00,Wind Turbine Service Technicians,Supplemental,12.0,0
17-2199.11,11-3051.02,Geothermal Production Managers,Supplemental,13.0,0
17-2199.11,11-3051.06,Hydroelectric Production Managers,Supplemental,14.0,0
17-2199.11,51-8013.04,Hydroelectric Plant Technicians,Supplemental,15.0,0
17-2199.11,49-9099.01,Geothermal Technicians,Supplemental,16.0,0
17-2199.11,17-2141.01,Fuel Cell Engineers,Supplemental,17.0,1
17-2199.11,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Supplemental,18.0,1
17-2199.11,17-2051.02,Water/Wastewater Engineers,Supplemental,19.0,1
17-2199.11,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Supplemental,20.0,1
17-3011.00,17-3013.00,Mechanical Drafters,Primary-Short,1.0,1
17-3011.00,17-3012.00,Electrical and Electronics Drafters,Primary-Short,2.0,1
17-3011.00,17-3022.00,Civil Engineering Technologists and Technicians,Primary-Short,3.0,1
17-3011.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,4.0,1
17-3011.00,11-9041.00,Architectural and Engineering Managers,Primary-Short,5.0,1
17-3011.00,17-2051.00,Civil Engineers,Primary-Long,6.0,1
17-3011.00,17-1011.00,"Architects, Except Landscape and Naval",Primary-Long,7.0,1
17-3011.00,51-4192.00,"Layout Workers, Metal and Plastic",Primary-Long,8.0,0
17-3011.00,17-3031.00,Surveying and Mapping Technicians,Primary-Long,9.0,1
17-3011.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Long,10.0,1
17-3011.00,17-2112.00,Industrial Engineers,Supplemental,11.0,1
17-3011.00,17-2141.00,Mechanical Engineers,Supplemental,12.0,1
17-3011.00,27-1021.00,Commercial and Industrial Designers,Supplemental,13.0,0
17-3011.00,17-2072.00,"Electronics Engineers, Except Computer",Supplemental,14.0,1
17-3011.00,47-4011.00,Construction and Building Inspectors,Supplemental,15.0,0
17-3011.00,11-9021.00,Construction Managers,Supplemental,16.0,0
17-3011.00,17-2071.00,Electrical Engineers,Supplemental,17.0,1
17-3011.00,51-9162.00,Computer Numerically Controlled Tool Programmers,Supplemental,18.0,0
17-3011.00,17-3028.00,Calibration Technologists and Technicians,Supplemental,19.0,1
17-3011.00,15-1252.00,Software Developers,Supplemental,20.0,1
17-3012.00,17-3013.00,Mechanical Drafters,Primary-Short,1.0,1
17-3012.00,17-3011.00,Architectural and Civil Drafters,Primary-Short,2.0,1
