onet_soc_code,related_onet_soc_code,related_title,relatedness_tier,rank,related_is_stem
15-1244.00,15-1299.08,Computer Systems Engineers/Architects,Primary-Short,4.0,1
15-1244.00,15-1211.00,Computer Systems Analysts,Primary-Short,5.0,1
15-1244.00,15-1299.05,Information Security Engineers,Primary-Long,6.0,1
15-1244.00,15-1212.00,Information Security Analysts,Primary-Long,7.0,1
15-1244.00,15-1232.00,Computer User Support Specialists,Primary-Long,8.0,1
15-1244.00,15-1252.00,Software Developers,Primary-Long,9.0,1
15-1244.00,15-1243.00,Database Architects,Primary-Long,10.0,1
15-1244.00,15-1241.01,Telecommunications Engineering Specialists,Supplemental,11.0,1
15-1244.00,15-1299.01,Web Administrators,Supplemental,12.0,1
15-1244.00,11-3021.00,Computer and Information Systems Managers,Supplemental,13.0,1
15-1244.00,15-1299.04,Penetration Testers,Supplemental,14.0,1
15-1244.00,15-1253.00,Software Quality Assurance Analysts and Testers,Supplemental,15.0,1
15-1244.00,15-1251.00,Computer Programmers,Supplemental,16.0,1
15-1244.00,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Supplemental,17.0,0
15-1244.00,15-1299.07,Blockchain Engineers,Supplemental,18.0,1
15-1244.00,15-1299.09,Information Technology Project Managers,Supplemental,19.0,1
15-1244.00,15-1254.00,Web Developers,Supplemental,20.0,1
15-1251.00,15-1252.00,Software Developers,Primary-Short,1.0,1
15-1251.00,15-1255.00,Web and Digital Interface Designers,Primary-Short,2.0,1
15-1251.00,15-1299.08,Computer Systems Engineers/Architects,Primary-Short,3.0,1
15-1251.00,15-1211.00,Computer Systems Analysts,Primary-Short,4.0,1
15-1251.00,15-1242.00,Database Administrators,Primary-Short,5.0,1
15-1251.00,15-1243.00,Database Architects,Primary-Long,6.0,1
15-1251.00,15-1253.00,Software Quality Assurance Analysts and Testers,Primary-Long,7.0,1
15-1251.00,15-1299.07,Blockchain Engineers,Primary-Long,8.0,1
15-1251.00,17-2061.00,Computer Hardware Engineers,Primary-Long,9.0,1
15-1251.00,15-1241.00,Computer Network Architects,Primary-Long,10.0,1
15-1251.00,15-1254.00,Web Developers,Supplemental,11.0,1
15-1251.00,51-9162.00,Computer Numerically Controlled Tool Programmers,Supplemental,12.0,0
15-1251.00,15-1244.00,Network and Computer Systems Administrators,Supplemental,13.0,1
15-1251.00,11-3021.00,Computer and Information Systems Managers,Supplemental,14.0,1
15-1251.00,15-1243.01,Data Warehousing Specialists,Supplemental,15.0,1
15-1251.00,15-1221.00,Computer and Information Research Scientists,Supplemental,16.0,1
15-1251.00,15-1299.01,Web Administrators,Supplemental,17.0,1
15-1251.00,15-1232.00,Computer User Support Specialists,Supplemental,18.0,1
15-1251.00,15-2051.00,Data Scientists,Supplemental,19.0,1
15-1251.00,25-1021.00,"Computer Science Teachers, Postsecondary",Supplemental,20.0,1
15-1252.00,15-1299.08,Computer Systems Engineers/Architects,Primary-Short,1.0,1
15-1252.00,15-1211.00,Computer Systems Analysts,Primary-Short,2.0,1
15-1252.00,15-1253.00,Software Quality Assurance Analysts and Testers,Primary-Short,3.0,1
15-1252.00,15-1251.00,Computer Programmers,Primary-Short,4.0,1
15-1252.00,15-1242.00,Database Administrators,Primary-Short,5.0,1
15-1252.00,15-1243.00,Database Architects,Primary-Long,6.0,1
15-1252.00,17-2061.00,Computer Hardware Engineers,Primary-Long,7.0,1
15-1252.00,15-1241.00,Computer Network Architects,Primary-Long,8.0,1
15-1252.00,15-1254.00,Web Developers,Primary-Long,9.0,1
15-1252.00,15-1299.05,Information Security Engineers,Primary-Long,10.0,1
15-1252.00,15-1255.00,Web and Digital Interface Designers,Supplemental,11.0,1
15-1252.00,15-1299.07,Blockchain Engineers,Supplemental,12.0,1
15-1252.00,11-3021.00,Computer and Information Systems Managers,Supplemental,13.0,1
15-1252.00,15-1243.01,Data Warehousing Specialists,Supplemental,14.0,1
15-1252.00,13-1082.00,Project Management Specialists,Supplemental,15.0,0
15-1252.00,15-1244.00,Network and Computer Systems Administrators,Supplemental,16.0,1
15-1252.00,15-2051.00,Data Scientists,Supplemental,17.0,1
15-1252.00,17-2072.00,"Electronics Engineers, Except Computer",Supplemental,18.0,1
15-1252.00,15-1299.04,Penetration Testers,Supplemental,19.0,1
15-1252.00,15-1299.09,Information Technology Project Managers,Supplemental,20.0,1
15-1253.00,15-1252.00,Software Developers,Primary-Short,1.0,1
15-1253.00,17-2112.02,Validation Engineers,Primary-Short,2.0,1
15-1253.00,15-1299.08,Computer Systems Engineers/Architects,Primary-Short,3.0,1
15-1253.00,15-1299.04,Penetration Testers,Primary-Short,4.0,1
15-1253.00,15-1211.00,Computer Systems Analysts,Primary-Short,5.0,1
15-1253.00,15-1243.00,Database Architects,Primary-Long,6.0,1
15-1253.00,15-1251.00,Computer Programmers,Primary-Long,7.0,1
15-1253.00,17-2061.00,Computer Hardware Engineers,Primary-Long,8.0,1
15-1253.00,15-1299.07,Blockchain Engineers,Primary-Long,9.0,1
15-1253.00,15-1299.05,Information Security Engineers,Primary-Long,10.0,1
15-1253.00,15-1242.00,Database Administrators,Supplemental,11.0,1
15-1253.00,15-1243.01,Data Warehousing Specialists,Supplemental,12.0,1
15-1253.00,17-3028.00,Calibration Technologists and Technicians,Supplemental,13.0,1
15-1253.00,15-1255.00,Web and Digital Interface Designers,Supplemental,14.0,1
15-1253.00,15-1244.00,Network and Computer Systems Administrators,Supplemental,15.0,1
15-1253.00,19-4099.01,Quality Control Analysts,Supplemental,16.0,1
15-1253.00,17-2112.00,Industrial Engineers,Supplemental,17.0,1
15-1253.00,11-3051.01,Quality Control Systems Managers,Supplemental,18.0,0
15-1253.00,17-2072.00,"Electronics Engineers, Except Computer",Supplemental,19.0,1
15-1253.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Supplemental,20.0,1
15-1254.00,15-1255.00,Web and Digital Interface Designers,Primary-Short,1.0,1
15-1254.00,15-1299.01,Web Administrators,Primary-Short,2.0,1
15-1254.00,15-1252.00,Software Developers,Primary-Short,3.0,1
15-1254.00,15-1251.00,Computer Programmers,Primary-Short,4.0,1
15-1254.00,15-1242.00,Database Administrators,Primary-Short,5.0,1
15-1254.00,15-1299.08,Computer Systems Engineers/Architects,Primary-Long,6.0,1
15-1254.00,15-1243.00,Database Architects,Primary-Long,7.0,1
15-1254.00,13-1161.01,Search Marketing Strategists,Primary-Long,8.0,0
15-1254.00,15-1299.07,Blockchain Engineers,Primary-Long,9.0,1
15-1254.00,15-1211.00,Computer Systems Analysts,Primary-Long,10.0,1
15-1254.00,15-1253.00,Software Quality Assurance Analysts and Testers,Supplemental,11.0,1
15-1254.00,15-1244.00,Network and Computer Systems Administrators,Supplemental,12.0,1
15-1254.00,15-1243.01,Data Warehousing Specialists,Supplemental,13.0,1
15-1254.00,15-1299.03,Document Management Specialists,Supplemental,14.0,1
15-1254.00,15-1241.00,Computer Network Architects,Supplemental,15.0,1
15-1254.00,15-1231.00,Computer Network Support Specialists,Supplemental,16.0,1
15-1254.00,43-9031.00,Desktop Publishers,Supplemental,17.0,0
15-1254.00,15-1299.05,Information Security Engineers,Supplemental,18.0,1
15-1254.00,15-1232.00,Computer User Support Specialists,Supplemental,19.0,1
15-1254.00,17-2061.00,Computer Hardware Engineers,Supplemental,20.0,1
15-1255.00,15-1254.00,Web Developers,Primary-Short,1.0,1
15-1255.00,15-1299.01,Web Administrators,Primary-Short,2.0,1
15-1255.00,15-1252.00,Software Developers,Primary-Short,3.0,1
15-1255.00,15-1251.00,Computer Programmers,Primary-Short,4.0,1
15-1255.00,15-1299.08,Computer Systems Engineers/Architects,Primary-Short,5.0,1
15-1255.00,15-1242.00,Database Administrators,Primary-Long,6.0,1
15-1255.00,15-1243.00,Database Architects,Primary-Long,7.0,1
15-1255.00,27-1024.00,Graphic Designers,Primary-Long,8.0,0
15-1255.00,15-1211.00,Computer Systems Analysts,Primary-Long,9.0,1
15-1255.00,15-1255.01,Video Game Designers,Primary-Long,10.0,1
15-1255.00,13-1161.01,Search Marketing Strategists,Supplemental,11.0,0
15-1255.00,15-1253.00,Software Quality Assurance Analysts and Testers,Supplemental,12.0,1
15-1255.00,15-1244.00,Network and Computer Systems Administrators,Supplemental,13.0,1
15-1255.00,15-1299.07,Blockchain Engineers,Supplemental,14.0,1
15-1255.00,15-1299.03,Document Management Specialists,Supplemental,15.0,1
15-1255.00,15-1232.00,Computer User Support Specialists,Supplemental,16.0,1
15-1255.00,17-2061.00,Computer Hardware Engineers,Supplemental,17.0,1
15-1255.00,15-1243.01,Data Warehousing Specialists,Supplemental,18.0,1
15-1255.00,43-9031.00,Desktop Publishers,Supplemental,19.0,0
15-1255.00,15-1241.00,Computer Network Architects,Supplemental,20.0,1
15-1255.01,15-1255.00,Web and Digital Interface Designers,Primary-Short,1.0,1
15-1255.01,27-1014.00,Special Effects Artists and Animators,Primary-Short,2.0,0
15-1255.01,27-1024.00,Graphic Designers,Primary-Short,3.0,0
15-1255.01,15-1254.00,Web Developers,Primary-Short,4.0,1
15-1255.01,15-1251.00,Computer Programmers,Primary-Short,5.0,1
15-1255.01,27-4032.00,Film and Video Editors,Primary-Long,6.0,0
15-1255.01,15-1252.00,Software Developers,Primary-Long,7.0,1
15-1255.01,27-2012.00,Producers and Directors,Primary-Long,8.0,0
15-1255.01,17-2061.00,Computer Hardware Engineers,Primary-Long,9.0,1
15-1255.01,15-1299.08,Computer Systems Engineers/Architects,Primary-Long,10.0,1
15-1255.01,27-1011.00,Art Directors,Supplemental,11.0,0
15-1255.01,43-9031.00,Desktop Publishers,Supplemental,12.0,0
15-1255.01,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Supplemental,13.0,0
15-1255.01,15-1253.00,Software Quality Assurance Analysts and Testers,Supplemental,14.0,1
15-1255.01,27-1021.00,Commercial and Industrial Designers,Supplemental,15.0,0
15-1255.01,15-1299.01,Web Administrators,Supplemental,16.0,1
15-1255.01,27-1027.00,Set and Exhibit Designers,Supplemental,17.0,0
15-1255.01,13-1161.01,Search Marketing Strategists,Supplemental,18.0,0
15-1255.01,27-4011.00,Audio and Video Technicians,Supplemental,19.0,0
15-1255.01,15-1221.00,Computer and Information Research Scientists,Supplemental,20.0,1
15-1299.01,15-1255.00,Web and Digital Interface Designers,Primary-Short,1.0,1
15-1299.01,15-1254.00,Web Developers,Primary-Short,2.0,1
15-1299.01,15-1242.00,Database Administrators,Primary-Short,3.0,1
15-1299.01,15-1244.00,Network and Computer Systems Administrators,Primary-Short,4.0,1
15-1299.01,15-1252.00,Software Developers,Primary-Short,5.0,1
15-1299.01,15-1299.08,Computer Systems Engineers/Architects,Primary-Long,6.0,1
15-1299.01,13-1161.01,Search Marketing Strategists,Primary-Long,7.0,0
15-1299.01,15-1211.00,Computer Systems Analysts,Primary-Long,8.0,1
15-1299.01,15-1251.00,Computer Programmers,Primary-Long,9.0,1
15-1299.01,15-1299.09,Information Technology Project Managers,Primary-Long,10.0,1
15-1299.01,15-1243.00,Database Architects,Supplemental,11.0,1
15-1299.01,15-1299.03,Document Management Specialists,Supplemental,12.0,1
15-1299.01,15-1299.05,Information Security Engineers,Supplemental,13.0,1
15-1299.01,15-1231.00,Computer Network Support Specialists,Supplemental,14.0,1
15-1299.01,15-1253.00,Software Quality Assurance Analysts and Testers,Supplemental,15.0,1
15-1299.01,15-1241.00,Computer Network Architects,Supplemental,16.0,1
15-1299.01,15-1232.00,Computer User Support Specialists,Supplemental,17.0,1
15-1299.01,15-1212.00,Information Security Analysts,Supplemental,18.0,1
15-1299.01,11-3021.00,Computer and Information Systems Managers,Supplemental,19.0,1
15-1299.01,15-1299.07,Blockchain Engineers,Supplemental,20.0,1
15-1299.02,17-3031.00,Surveying and Mapping Technicians,Primary-Short,1.0,1
15-1299.02,15-2051.00,Data Scientists,Primary-Short,2.0,1
15-1299.02,17-1021.00,Cartographers and Photogrammetrists,Primary-Short,3.0,1
15-1299.02,19-3092.00,Geographers,Primary-Short,4.0,1
15-1299.02,17-1022.01,Geodetic Surveyors,Primary-Short,5.0,1
15-1299.02,15-1243.00,Database Architects,Primary-Long,6.0,1
15-1299.02,19-2099.01,Remote Sensing Scientists and Technologists,Primary-Long,7.0,1
15-1299.02,15-1211.00,Computer Systems Analysts,Primary-Long,8.0,1
15-1299.02,15-2099.01,Bioinformatics Technicians,Primary-Long,9.0,1
15-1299.02,19-4099.03,Remote Sensing Technicians,Primary-Long,10.0,1
15-1299.02,19-4044.00,Hydrologic Technicians,Supplemental,11.0,1
15-1299.02,15-1242.00,Database Administrators,Supplemental,12.0,1
15-1299.02,15-1252.00,Software Developers,Supplemental,13.0,1
15-1299.02,15-1243.01,Data Warehousing Specialists,Supplemental,14.0,1
15-1299.02,43-9111.00,Statistical Assistants,Supplemental,15.0,0
15-1299.02,15-1299.08,Computer Systems Engineers/Architects,Supplemental,16.0,1
15-1299.02,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Supplemental,17.0,1
15-1299.02,15-2041.00,Statisticians,Supplemental,18.0,1
15-1299.02,15-1251.00,Computer Programmers,Supplemental,19.0,1
15-1299.02,15-2051.01,Business Intelligence Analysts,Supplemental,20.0,1
15-1299.03,13-1111.00,Management Analysts,Primary-Short,1.0,0
15-1299.03,15-1211.00,Computer Systems Analysts,Primary-Short,2.0,1
15-1299.03,15-1242.00,Database Administrators,Primary-Short,3.0,1
15-1299.03,29-9021.00,Health Information Technologists and Medical Registrars,Primary-Short,4.0,1
15-1299.03,29-2072.00,Medical Records Specialists,Primary-Short,5.0,1
15-1299.03,15-1243.00,Database Architects,Primary-Long,6.0,1
15-1299.03,11-3012.00,Administrative Services Managers,Primary-Long,7.0,0
15-1299.03,15-1252.00,Software Developers,Primary-Long,8.0,1
15-1299.03,15-1299.01,Web Administrators,Primary-Long,9.0,1
15-1299.03,15-1212.00,Information Security Analysts,Primary-Long,10.0,1
15-1299.03,43-4071.00,File Clerks,Supplemental,11.0,0
15-1299.03,43-9111.00,Statistical Assistants,Supplemental,12.0,0
15-1299.03,15-1243.01,Data Warehousing Specialists,Supplemental,13.0,1
15-1299.03,15-2051.02,Clinical Data Managers,Supplemental,14.0,1
15-1299.03,27-3042.00,Technical Writers,Supplemental,15.0,0
15-1299.03,11-3021.00,Computer and Information Systems Managers,Supplemental,16.0,1
15-1299.03,43-9061.00,"Office Clerks, General",Supplemental,17.0,0
15-1299.03,11-9199.02,Compliance Managers,Supplemental,18.0,0
15-1299.03,15-2051.01,Business Intelligence Analysts,Supplemental,19.0,1
15-1299.03,43-9021.00,Data Entry Keyers,Supplemental,20.0,0
15-1299.04,15-1299.05,Information Security Engineers,Primary-Short,1.0,1
15-1299.04,15-1212.00,Information Security Analysts,Primary-Short,2.0,1
15-1299.04,15-1253.00,Software Quality Assurance Analysts and Testers,Primary-Short,3.0,1
15-1299.04,15-1211.00,Computer Systems Analysts,Primary-Short,4.0,1
15-1299.04,15-1299.08,Computer Systems Engineers/Architects,Primary-Short,5.0,1
15-1299.04,15-1252.00,Software Developers,Primary-Long,6.0,1
15-1299.04,17-2112.02,Validation Engineers,Primary-Long,7.0,1
15-1299.04,15-1242.00,Database Administrators,Primary-Long,8.0,1
15-1299.04,15-1299.07,Blockchain Engineers,Primary-Long,9.0,1
15-1299.04,15-1231.00,Computer Network Support Specialists,Primary-Long,10.0,1
15-1299.04,13-1199.07,Security Management Specialists,Supplemental,11.0,0
15-1299.04,11-3013.01,Security Managers,Supplemental,12.0,0
15-1299.04,15-1299.06,Digital Forensics Analysts,Supplemental,13.0,1
15-1299.04,15-1244.00,Network and Computer Systems Administrators,Supplemental,14.0,1
15-1299.04,33-3021.06,Intelligence Analysts,Supplemental,15.0,0
15-1299.04,15-1241.00,Computer Network Architects,Supplemental,16.0,1
15-1299.04,15-1243.00,Database Architects,Supplemental,17.0,1
15-1299.04,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Supplemental,18.0,1
15-1299.04,19-4099.01,Quality Control Analysts,Supplemental,19.0,1
15-1299.04,11-3021.00,Computer and Information Systems Managers,Supplemental,20.0,1
15-1299.05,15-1299.04,Penetration Testers,Primary-Short,1.0,1
15-1299.05,15-1212.00,Information Security Analysts,Primary-Short,2.0,1
15-1299.05,13-1199.07,Security Management Specialists,Primary-Short,3.0,0
15-1299.05,15-1244.00,Network and Computer Systems Administrators,Primary-Short,4.0,1
15-1299.05,15-1299.08,Computer Systems Engineers/Architects,Primary-Short,5.0,1
15-1299.05,11-3013.01,Security Managers,Primary-Long,6.0,0
15-1299.05,15-1231.00,Computer Network Support Specialists,Primary-Long,7.0,1
15-1299.05,15-1211.00,Computer Systems Analysts,Primary-Long,8.0,1
15-1299.05,15-1241.00,Computer Network Architects,Primary-Long,9.0,1
15-1299.05,15-1242.00,Database Administrators,Primary-Long,10.0,1
15-1299.05,15-1299.06,Digital Forensics Analysts,Supplemental,11.0,1
15-1299.05,15-1299.07,Blockchain Engineers,Supplemental,12.0,1
15-1299.05,15-1252.00,Software Developers,Supplemental,13.0,1
15-1299.05,15-1243.00,Database Architects,Supplemental,14.0,1
15-1299.05,11-3021.00,Computer and Information Systems Managers,Supplemental,15.0,1
15-1299.05,15-1253.00,Software Quality Assurance Analysts and Testers,Supplemental,16.0,1
15-1299.05,15-1232.00,Computer User Support Specialists,Supplemental,17.0,1
15-1299.05,15-1241.01,Telecommunications Engineering Specialists,Supplemental,18.0,1
15-1299.05,15-1299.01,Web Administrators,Supplemental,19.0,1
15-1299.05,33-3021.06,Intelligence Analysts,Supplemental,20.0,0
15-1299.06,15-1212.00,Information Security Analysts,Primary-Short,1.0,1
15-1299.06,15-1299.05,Information Security Engineers,Primary-Short,2.0,1
15-1299.06,33-3021.06,Intelligence Analysts,Primary-Short,3.0,0
15-1299.06,15-1299.04,Penetration Testers,Primary-Short,4.0,1
15-1299.06,13-1199.07,Security Management Specialists,Primary-Short,5.0,0
15-1299.06,11-3013.01,Security Managers,Primary-Long,6.0,0
15-1299.06,15-1211.00,Computer Systems Analysts,Primary-Long,7.0,1
