dwa_id,dwa_title,iwa_title,gwa_title,n_occupations,n_tasks,degree
4.A.4.b.4.e.7,Manage information technology projects or system activities.,Direct scientific or technical activities.,"Guiding, Directing, and Motivating Subordinates",8,14,2
4.A.4.b.4.e.8,Manage scientific or technical project resources.,Direct scientific or technical activities.,"Guiding, Directing, and Motivating Subordinates",5,6,0
4.A.4.b.4.e.9,Direct medical science or healthcare programs.,Direct scientific or technical activities.,"Guiding, Directing, and Motivating Subordinates",6,9,1
4.A.4.b.4.f.1,Coordinate training activities.,Manage human resources activities.,"Guiding, Directing, and Motivating Subordinates",1,1,0
4.A.4.b.4.f.4,Manage human resources activities.,Manage human resources activities.,"Guiding, Directing, and Motivating Subordinates",4,4,0
4.A.4.b.4.g.1,Direct quality control activities.,Manage control systems or activities.,"Guiding, Directing, and Motivating Subordinates",10,11,3
4.A.4.b.4.h.10,Prepare project budgets.,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates",7,7,3
4.A.4.b.4.h.2,Direct financial operations.,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates",1,1,0
4.A.4.b.4.h.3,Direct fundraising or financing activities.,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates",1,1,0
4.A.4.b.4.h.4,Prepare operational budgets.,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates",3,3,0
4.A.4.b.4.h.5,Manage organizational or project budgets.,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates",3,3,0
4.A.4.b.4.h.6,Manage financial activities of the organization.,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates",2,7,0
4.A.4.b.4.h.7,Manage budgets for appropriate resource allocation.,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates",5,6,1
4.A.4.b.4.i.1,Direct natural resources extraction projects.,Direct construction or extraction activities.,"Guiding, Directing, and Motivating Subordinates",2,3,0
4.A.4.b.4.i.3,Direct construction activities.,Direct construction or extraction activities.,"Guiding, Directing, and Motivating Subordinates",5,5,0
4.A.4.b.4.i.4,Direct installation activities.,Direct construction or extraction activities.,"Guiding, Directing, and Motivating Subordinates",7,8,2
4.A.4.b.4.i.6,Coordinate construction or installation activities.,Direct construction or extraction activities.,"Guiding, Directing, and Motivating Subordinates",1,1,0
4.A.4.b.4.i.7,Manage construction activities.,Direct construction or extraction activities.,"Guiding, Directing, and Motivating Subordinates",1,2,0
4.A.4.b.4.j.10,Direct green energy production operations.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",1,1,0
4.A.4.b.4.j.12,"Manage operations, research, or logistics projects.","Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",5,5,0
4.A.4.b.4.j.2,Direct environmental development activities.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",3,5,0
4.A.4.b.4.j.23,Direct healthcare delivery programs.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",12,13,14
4.A.4.b.4.j.24,Direct industrial production activities.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",9,9,5
4.A.4.b.4.j.26,Direct energy production or management activities.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",4,10,0
4.A.4.b.4.j.27,Direct facility maintenance or repair activities.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",1,1,0
4.A.4.b.4.j.29,Arrange delivery of goods or services.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",3,4,0
4.A.4.b.4.j.32,Coordinate project activities with other personnel or departments.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",8,9,4
4.A.4.b.4.j.33,Direct department activities.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",20,20,27
4.A.4.b.4.j.34,Coordinate reporting or editing activities.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",1,1,0
4.A.4.b.4.j.35,Manage preparation of special meals or diets.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",3,7,0
4.A.4.b.4.j.36,Coordinate resource procurement activities.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",2,2,0
4.A.4.b.4.j.37,Coordinate operational activities.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",1,1,0
4.A.4.b.4.j.38,Manage healthcare operations.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",15,19,20
4.A.4.b.4.j.39,"Direct organizational operations, projects, or services.","Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",2,3,0
4.A.4.b.4.j.4,Direct equipment maintenance or repair activities.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",7,8,3
4.A.4.b.4.j.5,Coordinate sales campaigns.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",1,1,0
4.A.4.b.4.k.4,Coordinate enforcement of laws or regulations.,Direct security or safety activities or operations.,"Guiding, Directing, and Motivating Subordinates",1,1,0
4.A.4.b.6.a.1,"Provide health and wellness advice to patients, program participants, or caregivers.",Advise patients or clients on medical issues.,Providing Consultation and Advice to Others,23,27,33
4.A.4.b.6.a.2,Advise patients on preventive care techniques.,Advise patients or clients on medical issues.,Providing Consultation and Advice to Others,3,3,0
4.A.4.b.6.a.4,Advise patients on effects of health conditions or treatments.,Advise patients or clients on medical issues.,Providing Consultation and Advice to Others,12,12,15
4.A.4.b.6.a.5,Advise patients on healthcare system processes.,Advise patients or clients on medical issues.,Providing Consultation and Advice to Others,3,3,0
4.A.4.b.6.b.1,Recommend types of assistive devices.,Advise others on products or services.,Providing Consultation and Advice to Others,7,9,0
4.A.4.b.6.b.2,Advise customers on technical or procedural issues.,Advise others on products or services.,Providing Consultation and Advice to Others,4,4,0
4.A.4.b.6.b.3,Advise customers on the use of products or services.,Advise others on products or services.,Providing Consultation and Advice to Others,13,16,5
4.A.4.b.6.b.4,Recommend products or services to customers.,Advise others on products or services.,Providing Consultation and Advice to Others,2,2,0
4.A.4.b.6.c.1,Advise others about environmental management or conservation.,Advise others on environmental sustainability or green practices.,Providing Consultation and Advice to Others,12,17,9
4.A.4.b.6.c.2,Advise others regarding green practices or environmental concerns.,Advise others on environmental sustainability or green practices.,Providing Consultation and Advice to Others,5,11,0
4.A.4.b.6.c.3,Advise others on green energy or related technologies.,Advise others on environmental sustainability or green practices.,Providing Consultation and Advice to Others,1,1,0
4.A.4.b.6.c.4,Advise others about land management or conservation.,Advise others on environmental sustainability or green practices.,Providing Consultation and Advice to Others,5,8,0
4.A.4.b.6.d.1,Provide technical guidance to other personnel.,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others,15,15,10
4.A.4.b.6.d.2,Provide technical support for software maintenance or use.,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others,11,13,12
4.A.4.b.6.d.3,Provide recommendations to others about computer hardware.,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others,9,9,9
4.A.4.b.6.d.4,Advise others on the development or use of new technologies.,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others,5,6,0
4.A.4.b.6.d.5,Provide technical support for computer network issues.,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others,6,7,4
4.A.4.b.6.d.6,Recommend changes to improve computer or information systems.,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others,13,22,16
4.A.4.b.6.e.10,Advise others on business or operational matters.,Advise others on business or operational matters.,Providing Consultation and Advice to Others,8,10,1
4.A.4.b.6.e.11,Advise others on ways to improve processes or products.,Advise others on business or operational matters.,Providing Consultation and Advice to Others,1,1,0
4.A.4.b.6.e.2,Advise others on logistics topics.,Advise others on business or operational matters.,Providing Consultation and Advice to Others,1,1,0
4.A.4.b.6.e.5,Advise others on analytical techniques.,Advise others on business or operational matters.,Providing Consultation and Advice to Others,1,1,0
4.A.4.b.6.e.7,Recommend organizational process or policy changes.,Advise others on business or operational matters.,Providing Consultation and Advice to Others,2,2,0
4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",Advise others on business or operational matters.,Providing Consultation and Advice to Others,21,28,30
4.A.4.b.6.f.1,Advise medical personnel regarding healthcare issues.,Advise others on healthcare or wellness issues.,Providing Consultation and Advice to Others,19,21,26
4.A.4.b.6.f.2,Advise communities or institutions regarding health or safety issues.,Advise others on healthcare or wellness issues.,Providing Consultation and Advice to Others,8,9,13
4.A.4.b.6.f.4,"Advise athletes, coaches, or trainers on exercise regimens, nutrition, or equipment use.",Advise others on healthcare or wellness issues.,Providing Consultation and Advice to Others,3,11,0
4.A.4.b.6.f.5,Advise others on healthcare matters.,Advise others on healthcare or wellness issues.,Providing Consultation and Advice to Others,5,8,0
4.A.4.b.6.g.2,Advise students on academic or career matters.,Advise others on educational or vocational matters.,Providing Consultation and Advice to Others,22,63,27
4.A.4.b.6.g.5,"Advise educators on curricula, instructional methods, or policies.",Advise others on educational or vocational matters.,Providing Consultation and Advice to Others,18,20,27
4.A.4.b.6.g.6,Advise others on career or personal development.,Advise others on educational or vocational matters.,Providing Consultation and Advice to Others,1,1,0
4.A.4.b.6.g.7,Advise others on educational matters.,Advise others on educational or vocational matters.,Providing Consultation and Advice to Others,4,5,0
4.A.4.b.6.h.2,Advise others on matters of public policy.,Advise others on legal or regulatory matters.,Providing Consultation and Advice to Others,9,10,1
4.A.4.b.6.h.4,Advise others on legal or regulatory compliance matters.,Advise others on legal or regulatory matters.,Providing Consultation and Advice to Others,3,3,0
4.A.4.b.6.i.1,Advise others on management of emergencies or hazardous situations or materials.,Advise others on workplace health or safety issues.,Providing Consultation and Advice to Others,6,6,0
4.A.4.b.6.i.3,Advise others on health and safety issues.,Advise others on workplace health or safety issues.,Providing Consultation and Advice to Others,7,10,1
4.A.4.b.6.j.5,Counsel family members of clients or patients.,Counsel others about personal matters.,Providing Consultation and Advice to Others,2,2,0
4.A.4.b.6.j.6,Counsel clients on mental health or personal achievement.,Counsel others about personal matters.,Providing Consultation and Advice to Others,5,13,3
4.A.4.b.6.j.7,Counsel clients or patients regarding personal issues.,Counsel others about personal matters.,Providing Consultation and Advice to Others,2,2,0
4.A.4.c.1.a.1,Classify materials according to standard systems.,Perform administrative or clerical activities.,Performing Administrative Activities,2,2,0
4.A.4.c.1.a.3,Process healthcare paperwork.,Perform administrative or clerical activities.,Performing Administrative Activities,7,11,3
4.A.4.c.1.a.5,Perform student enrollment or registration activities.,Perform administrative or clerical activities.,Performing Administrative Activities,20,20,27
4.A.4.c.1.a.6,Perform clerical work in medical settings.,Perform administrative or clerical activities.,Performing Administrative Activities,13,20,14
4.A.4.c.1.c.1,Operate cash registers.,Execute financial transactions.,Performing Administrative Activities,1,1,0
4.A.4.c.1.c.10,Take product orders from customers.,Execute financial transactions.,Performing Administrative Activities,1,1,0
4.A.4.c.1.c.11,Process sales or other transactions.,Execute financial transactions.,Performing Administrative Activities,2,2,0
4.A.4.c.1.c.3,Process medical billing information.,Execute financial transactions.,Performing Administrative Activities,5,6,0
4.A.4.c.1.d.1,Issue permits or other legal documents.,Issue documentation.,Performing Administrative Activities,1,1,0
4.A.4.c.1.e.3,"Send information, materials or documentation.",Process shipments or mail.,Performing Administrative Activities,1,1,0
4.A.4.c.2.a.2,Conduct eligibility or selection interviews.,Perform recruiting or hiring activities.,Staffing Organizational Units,1,1,0
4.A.4.c.2.a.3,Hire personnel.,Perform recruiting or hiring activities.,Staffing Organizational Units,5,5,0
4.A.4.c.2.a.4,Participate in staffing decisions.,Perform recruiting or hiring activities.,Staffing Organizational Units,3,4,0
4.A.4.c.2.a.5,Recruit personnel.,Perform recruiting or hiring activities.,Staffing Organizational Units,5,5,0
4.A.4.c.2.a.6,"Select staff, team members, or performers.",Perform recruiting or hiring activities.,Staffing Organizational Units,1,1,0
4.A.4.c.2.a.7,"Hire farming, fishing or forestry workers.",Perform recruiting or hiring activities.,Staffing Organizational Units,1,1,0
4.A.4.c.2.b.3,Administer standardized physical or psychological tests.,Perform human resources activities.,Staffing Organizational Units,6,6,3
4.A.4.c.3.a.2,Maintain inventory of medical supplies or equipment.,"Replenish inventories of materials, equipment, or products.",Monitoring and Controlling Resources,14,19,19
4.A.4.c.3.a.4,Maintain supply or equipment inventories.,"Replenish inventories of materials, equipment, or products.",Monitoring and Controlling Resources,1,1,0
4.A.4.c.3.a.5,"Maintain inventories of materials, equipment, or products.","Replenish inventories of materials, equipment, or products.",Monitoring and Controlling Resources,5,5,0
4.A.4.c.3.a.6,Maintain the inventory of equipment.,"Replenish inventories of materials, equipment, or products.",Monitoring and Controlling Resources,2,3,0
4.A.4.c.3.b.1,Order medical diagnostic or clinical tests.,Order medical tests or procedures.,Monitoring and Controlling Resources,21,22,29
4.A.4.c.3.c.3,Distribute materials to employees or customers.,"Distribute materials, supplies, or resources.",Monitoring and Controlling Resources,1,1,0
4.A.4.c.3.c.8,Distribute supplies to workers.,"Distribute materials, supplies, or resources.",Monitoring and Controlling Resources,1,1,0
4.A.4.c.3.e.1,"Order materials, supplies, or equipment.",Purchase goods or services.,Monitoring and Controlling Resources,3,3,0
4.A.4.c.3.e.2,Order instructional or library materials or equipment.,Purchase goods or services.,Monitoring and Controlling Resources,20,21,27
4.A.4.c.3.e.3,"Purchase materials, equipment, or other resources.",Purchase goods or services.,Monitoring and Controlling Resources,15,15,6
4.A.4.c.3.e.7,Order medical supplies or equipment.,Purchase goods or services.,Monitoring and Controlling Resources,13,13,16
4.A.4.c.3.f.1,Prescribe treatments or therapies.,Prescribe medical treatments or devices.,Monitoring and Controlling Resources,19,22,27
4.A.4.c.3.f.3,Prescribe medications.,Prescribe medical treatments or devices.,Monitoring and Controlling Resources,32,38,42
4.A.4.c.3.f.4,Prescribe assistive medical devices or related treatments.,Prescribe medical treatments or devices.,Monitoring and Controlling Resources,6,6,7
4.A.4.c.3.g.1,Monitor availability of equipment or supplies.,Monitor resources or inventories.,Monitoring and Controlling Resources,1,1,0
4.A.4.c.3.g.5,Monitor resources.,Monitor resources or inventories.,Monitoring and Controlling Resources,2,2,0
